timestamps,,,,,
1752699.050,199.707,-606.445,-20.996,526.367,-47.363
1752699.055,427.734,-481.934,-6.836,999.512,830.566
1752699.060,-145.020,-471.191,-10.254,-308.594,180.664
1752699.064,-508.301,-978.516,-31.250,-1000.000,-717.285
1752699.069,-22.949,-832.031,-23.926,-12.207,-280.762
1752699.074,431.152,480.469,0.977,999.512,377.441
1752699.078,106.445,406.250,-6.348,400.879,229.980
1752699.083,-474.609,-864.746,-22.949,-1000.000,-487.793
1752699.053,-222.168,-1000.000,-22.461,-674.316,-416.992
1752699.057,397.949,188.477,-9.277,902.344,317.383
1752699.061,264.648,936.523,-7.812,885.742,262.207
1752699.064,-437.988,-513.672,-20.996,-789.062,-431.152
1752699.050,199.707,-606.445,-20.996,526.367,-47.363
1752699.055,427.734,-481.934,-6.836,999.512,830.566
1752699.060,-145.020,-471.191,-10.254,-308.594,180.664
1752699.064,-508.301,-978.516,-31.250,-1000.000,-717.285
1752699.069,-22.949,-832.031,-23.926,-12.207,-280.762
1752699.074,431.152,480.469,0.977,999.512,377.441
1752699.078,106.445,406.250,-6.348,400.879,229.980
1752699.083,-474.609,-864.746,-22.949,-1000.000,-487.793
1752699.053,-222.168,-1000.000,-22.461,-674.316,-416.992
1752699.057,397.949,188.477,-9.277,902.344,317.383
1752699.061,264.648,936.523,-7.812,885.742,262.207
1752699.064,-437.988,-513.672,-20.996,-789.062,-431.152
1752699.068,-393.066,-1000.000,-21.973,-997.559,-618.164
1752699.072,322.266,310.547,-3.906,700.195,132.812
1752699.076,404.785,999.512,5.371,999.512,661.621
1752699.079,-273.926,-69.336,-7.812,-603.027,68.848
1752699.083,-455.078,-1000.000,-10.742,-1000.000,-522.461
1752699.087,176.758,-541.016,14.648,434.082,-146.973
1752699.090,456.055,645.020,22.949,999.512,462.891
1752699.094,-73.730,247.559,-7.324,-122.559,271.484
1752699.098,-501.465,-1000.000,-27.344,-1000.000,-206.543
1752699.101,-82.520,-638.672,-11.719,-208.008,-218.262
1752699.105,401.855,870.605,4.883,999.512,339.844
1752699.109,151.855,649.414,-8.789,576.172,390.625
1752699.112,-457.520,-875.488,-30.273,-954.102,-356.445
1752699.116,-270.508,-1000.000,-23.926,-808.594,-423.340
1752699.120,402.832,567.871,-5.859,834.473,288.086
1752699.123,337.402,746.094,1.465,946.289,740.234
1752699.149,-415.039,-823.242,-17.090,-746.094,186.035
1752699.152,-449.707,-1000.000,-33.203,-1000.000,-355.957
1752699.155,279.297,-138.672,-15.137,646.973,112.793
1752699.158,421.875,476.074,-5.859,999.512,647.461
1752699.161,-233.887,-105.469,-23.926,-527.832,85.449
1752699.164,-491.699,-957.031,-29.297,-1000.000,-662.598
1752699.167,89.844,-491.211,-11.719,293.457,-325.195
1752699.170,438.477,136.719,-0.977,999.512,505.371
1752699.173,-9.277,208.008,-19.531,81.543,401.855
1752699.176,-501.465,-740.723,-23.926,-1000.000,-497.070
1752699.179,-141.602,-958.496,-9.766,-391.113,-420.898
1752699.182,417.480,-265.625,-6.836,999.512,520.508
1752699.185,203.125,280.762,-9.277,717.773,470.215
1752699.188,-453.613,-585.449,-23.926,-882.812,-470.215
1752699.191,-304.688,-1000.000,-16.602,-905.273,-496.582
1752699.194,395.996,-589.355,9.766,777.344,481.445
1752699.196,383.301,584.961,1.465,989.258,668.457
1752699.199,-347.656,-48.828,-26.367,-703.125,-94.727
1752699.202,-448.730,-1000.000,-22.949,-1000.000,-527.832
1752699.205,229.492,101.074,4.395,582.031,28.809
1752699.205,403.320,999.512,15.137,999.512,501.953
1752699.209,-204.590,44.434,-3.906,-404.297,83.984
1752699.213,-498.535,-1000.000,-21.973,-1000.000,-382.324
1752699.216,32.715,-502.441,-10.742,137.207,-88.379
1752699.220,426.758,909.668,6.348,999.512,357.422
1752699.224,48.340,525.879,3.906,198.242,268.555
1752699.228,-490.234,-951.172,-17.578,-1000.000,-247.559
1752699.232,-203.125,-789.062,-17.578,-566.895,-264.160
1752699.235,386.230,788.574,0.000,941.406,256.836
1752699.239,230.469,942.871,-5.371,834.473,391.602
1752699.243,-429.688,-703.613,-14.648,-822.754,-250.977
1752699.247,-351.074,-1000.000,-9.277,-969.727,-446.289
1752699.251,350.098,508.789,-1.953,729.004,153.320
1752699.255,400.391,995.117,-1.953,999.512,412.598
1752699.258,-308.105,-601.074,-9.766,-645.996,-53.711
1752699.262,-466.797,-1000.000,-15.625,-1000.000,-575.195
1752699.266,183.594,31.738,-5.859,502.930,-138.184
1752699.270,449.707,831.543,4.883,999.512,546.387
1752699.274,-98.633,-237.305,-10.742,-239.746,256.836
1752699.277,-492.676,-1000.000,-23.926,-1000.000,-535.156
1752699.294,-41.504,-490.234,-8.301,-76.172,-336.426
1752699.297,422.363,614.258,0.000,999.512,419.434
1752699.301,125.977,251.465,-8.789,458.984,438.965
1752699.305,-476.562,-871.094,-25.391,-1000.000,-433.594
1752699.309,-249.023,-958.496,-26.855,-726.562,-583.496
1752699.312,369.141,1.465,-14.648,876.953,426.758
1752699.316,269.043,396.484,-13.672,912.598,778.320
1752699.320,-423.828,-489.746,-20.020,-773.438,-88.379
1752699.324,-409.180,-1000.000,-12.207,-1000.000,-535.645
1752699.327,312.012,-465.820,1.953,685.059,234.863
1752699.331,397.949,176.758,-6.836,999.512,632.812
1752699.335,-298.828,-231.445,-33.691,-579.590,-214.844
1752699.339,-503.906,-1000.000,-34.180,-1000.000,-792.480
1752699.343,121.582,-857.910,-1.465,390.137,-160.645
1752699.346,427.246,618.652,11.230,999.512,433.594
1752699.350,-62.500,603.027,-9.766,-56.152,127.930
1752699.354,-497.070,-967.285,-26.367,-1000.000,-479.980
1752699.358,-96.680,-700.195,-17.090,-276.367,-314.453
1752699.361,411.621,863.281,5.371,999.512,438.965
1752699.365,173.340,854.004,-2.930,624.023,322.754
1752699.377,-454.590,-726.562,-31.250,-932.129,-483.398
1752699.381,-299.805,-1000.000,-30.273,-851.562,-515.625
1752699.386,372.070,185.059,-14.648,809.570,274.902
1752699.390,329.590,688.965,-2.441,961.914,475.586
1752699.395,-390.137,-625.000,-24.414,-735.352,-286.621
1752699.399,-427.246,-1000.000,-39.551,-1000.000,-386.230
1752699.404,282.227,113.281,-10.254,627.930,177.246
1752699.408,440.430,999.512,10.742,999.512,322.266
1752699.413,-195.801,-28.809,-4.883,-479.004,6.836
1752699.417,-487.305,-1000.000,-33.203,-1000.000,-488.281
1752699.422,54.688,-400.391,-29.785,234.863,-250.488
1752699.426,413.574,939.453,-7.324,999.512,398.926
1752699.431,6.348,181.641,-10.742,151.367,312.012
1752699.435,-486.328,-1000.000,-22.949,-1000.000,-421.875
1752699.440,-157.715,-860.840,-11.719,-454.102,-519.531
1752699.444,408.203,578.125,9.277,996.582,263.184
1752699.449,221.191,317.383,1.953,768.555,576.660
1752699.453,-450.684,-1000.000,-26.367,-857.910,-235.352
1752699.458,-330.566,-947.266,-18.555,-931.641,-585.938
1752699.463,369.629,221.191,9.766,761.230,270.996
1752699.443,368.164,323.242,4.395,999.512,753.418
1752699.446,-358.398,-649.414,-26.855,-689.453,-73.730
1752699.448,-452.148,-1000.000,-27.344,-1000.000,-678.711
1752699.451,250.488,-100.098,-0.488,558.594,-75.684
1752699.453,448.242,887.695,18.066,999.512,544.434
1752699.456,-152.832,70.312,7.324,-345.703,285.156
1752699.459,-520.020,-986.816,-8.789,-1000.000,-347.656
1752699.461,-40.039,-838.379,0.000,45.898,-155.762
1752699.464,396.973,-236.816,5.859,999.512,640.625
1752699.466,54.199,445.312,5.371,343.262,490.723
1752699.469,-498.047,-679.199,-5.859,-1000.000,-409.180
1752699.471,-222.656,-1000.000,-11.230,-619.629,-405.762
1752699.474,380.859,529.785,3.418,930.176,327.637
1752699.476,255.859,968.262,4.395,864.258,597.656
1752699.479,-433.105,-446.777,-18.555,-802.734,-3.906
1752699.482,-372.559,-1000.000,-17.578,-979.980,-334.473
1752699.484,341.797,26.367,2.930,721.191,293.457
1752699.487,393.555,967.285,6.348,999.512,693.359
